ngram,hit_count
0110011_0100011_0010011_0010011_0010011_0010011_0100011_0000011_,784
0010011_0110011_0010011_0110011_0110011_0000011_0110011_0100011_,767
0010011_0100011_0000011_0100011_0000011_0010011_0100011_1100011_,689
0110011_0110111_0010011_0010011_0110011_0110011_0010011_0000011_,680
0100011_0000011_0000011_1100011_0000011_0010011_1101111_0100011_,677
0000011_0000011_1100011_0000011_0010011_1101111_0100011_0000011_,677
0000011_1100011_0000011_0010011_1101111_0100011_0000011_0010011_,677
1100011_0000011_0010011_1101111_0100011_0000011_0010011_0100011_,677
0000011_0010011_1101111_0100011_0000011_0010011_0100011_0000011_,677
0010011_1101111_0100011_0000011_0010011_0100011_0000011_0000011_,677
1101111_0100011_0000011_0010011_0100011_0000011_0000011_1100011_,677
0010011_0110011_0110011_0000011_0100011_0000011_0110011_0010011_,676
0110011_0110011_0000011_0100011_0000011_0110011_0010011_0110011_,676
0110111_0010011_0010011_1100011_0010011_0110011_0010011_0010011_,676
0010011_0010011_1100011_0010011_0110011_0010011_0010011_0000011_,676
0010011_1100011_0010011_0110011_0010011_0010011_0000011_0100011_,676
1100011_0010011_0110011_0010011_0010011_0000011_0100011_0000011_,676
0100011_0000011_0100011_0010011_0000011_0010011_0110011_0110011_,676
0000011_0100011_0010011_0000011_0010011_0110011_0110011_0000011_,676
0000011_0010011_0110011_0110011_0000011_0100011_0000011_0100011_,676
0000011_0100011_0000011_0100011_0010011_0000011_0010011_0110011_,676
0100011_0000011_0000011_0100011_0010011_0010011_0110011_0110011_,676
0000011_0000011_0100011_0010011_0010011_0110011_0110011_0000011_,676
0010011_0010011_0000011_0100011_0000011_0110011_0010011_0110011_,674
0110011_0000011_0110011_0000011_0110011_0010011_0110011_0010011_,668
0110011_0100011_0100011_0100011_0000011_0010011_0110011_0010011_,654
0100011_0000011_0010011_0010011_0000011_0110011_0010011_0110011_,654
0000011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_,654
0010011_0000011_0110011_0010011_0110011_0100011_0000011_0110111_,654
0010011_0110011_0100011_0000011_0110111_0010011_0010011_0010011_,654
0100011_0000011_0110111_0010011_0010011_0010011_0000011_0110011_,654
0000011_0110111_0010011_0010011_0010011_0000011_0110011_0010011_,654
0010011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_,654
0010011_0010011_0000011_0110011_0010011_0110011_0100011_0110111_,654
0010011_0000011_0110011_0010011_0110011_0100011_0110111_0000011_,654
0000011_0010011_1100011_0010011_0100011_0010011_0010011_0110011_,654
0010011_1100011_0010011_0100011_0010011_0010011_0110011_0010011_,654
0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_,654
0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_,654
0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_,654
1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_,654
0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_,654
1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_,654
0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_,654
0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_,654
0110011_0000011_0100011_0000011_0000011_0100011_0000011_1100011_,654
0000011_0100011_0000011_0000011_0100011_0000011_1100011_0110111_,654
0100011_0000011_0000011_0100011_0000011_1100011_0110111_0010011_,654
0100011_0000011_1100011_0110111_0010011_0010011_0110011_0110011_,654
0000011_1100011_0110111_0010011_0010011_0110011_0110011_0000011_,654
1100011_0110111_0010011_0010011_0110011_0110011_0000011_0100011_,654
0000011_0010011_0100011_0000011_0000011_0100011_0000011_0110011_,654
0010011_0100011_0000011_0000011_0100011_0000011_0110011_0110011_,654
0100011_0000011_0000011_0100011_0000011_0110011_0110011_0010011_,654
0000011_0000011_0100011_0000011_0110011_0110011_0010011_0110011_,654
0000011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_,654
0100011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_,654
0000011_0000011_1100011_0100011_1101111_0000011_0010011_0000011_,654
0100011_0000011_0010011_0100011_0000011_0110011_0110011_0010011_,654
0000011_0010011_0100011_0000011_0110011_0110011_0010011_0110011_,654
0010011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_,654
0010011_0110011_0010011_0110011_0000011_0110011_0000011_0010011_,654
0110011_0010011_0110011_0000011_0110011_0000011_0010011_1100011_,654
0110011_0000011_0110011_0000011_0010011_1100011_0000011_0110011_,654
0000011_0110011_0000011_0010011_1100011_0000011_0110011_0110011_,654
0110011_0000011_0010011_1100011_0000011_0110011_0110011_0010011_,654
0000011_0010011_1100011_0000011_0110011_0110011_0010011_0110011_,654
0010011_1100011_0000011_0110011_0110011_0010011_0110011_0010011_,654
1100011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_,654
0010011_0110011_0010011_0110011_0000011_0110011_0110011_0010011_,654
0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110011_,654
0010011_0110011_0000011_0110011_0110011_0010011_0110011_0010011_,654
0110011_0010011_0110011_0000011_0110011_0000011_0110011_0110011_,654
0010011_0110011_0000011_0110011_0000011_0110011_0110011_0110011_,654
0110011_0000011_0110011_0000011_0110011_0110011_0110011_0010011_,654
0010011_0110011_0000011_0100011_0000011_0010011_1100011_0010011_,654
0110011_0000011_0100011_0000011_0010011_1100011_0010011_0110011_,654
0000011_0100011_0000011_0010011_1100011_0010011_0110011_0000011_,654
0010011_1100011_0010011_0110011_0000011_0100011_0000011_0110111_,654
1100011_0010011_0110011_0000011_0100011_0000011_0110111_0010011_,654
0010011_0110011_0000011_0100011_0000011_0110111_0010011_0010011_,654
0110011_0000011_0100011_0000011_0110111_0010011_0010011_1100011_,654
0000011_0100011_0000011_0110111_0010011_0010011_1100011_0010011_,654
0010011_0110011_0010011_0010011_0000011_0100011_0000011_0110111_,654
0110011_0010011_0010011_0000011_0100011_0000011_0110111_0010011_,654
0010011_0010011_0000011_0100011_0000011_0110111_0010011_0010011_,654
0010011_0000011_0100011_0000011_0110111_0010011_0010011_1100011_,654
0000011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_,654
0110011_0110011_0000011_0100011_0000011_0110011_0110011_0010011_,654
0110011_0000011_0100011_0000011_0110011_0110011_0010011_0110011_,654
0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110111_,654
0010011_0010011_0100011_0000011_0010011_1100011_0010011_0010011_,654
0010011_0100011_0000011_0010011_0100011_0000011_0110011_0110011_,635
0010011_0110011_0010011_0010011_0000011_0100011_0000011_1100011_,635
0010011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_,635
0110011_0000011_0110011_0110011_0010011_0110111_0010011_0000011_,635
0000011_0110011_0110011_0010011_0110111_0010011_0000011_0000011_,635
0110011_0110011_0010011_0110111_0010011_0000011_0000011_0010011_,635
0110011_0010011_0110111_0010011_0000011_0000011_0010011_0000011_,635
0000011_0000011_0100011_0000011_0010011_0010011_0010011_0010011_,635
0100011_0000011_0010011_0010011_0000011_0110011_0010011_0100011_,635
0110011_0100011_0010011_0010011_0110011_0000011_0010011_0010011_,635
0010011_0010011_0110011_0010011_0110011_0000011_0010011_0110011_,632
0010011_0110011_0100011_0010011_0010011_0010011_0010011_0100011_,557
0000011_0000011_0100011_0000011_0110011_0010011_0110011_0110011_,527
0010011_0110011_0010011_0010011_0000011_0100011_0000011_0100011_,527
0110011_0010011_0010011_0000011_0100011_0000011_0100011_0010011_,527
0010011_0010011_0000011_0100011_0000011_0100011_0010011_0000011_,527
0010011_0000011_0100011_0000011_0100011_0010011_0000011_0010011_,527
0100011_0110111_0000011_0100011_0110111_0000011_0010011_0100011_,514
0110111_0000011_0100011_0110111_0000011_0010011_0100011_0110111_,514
0000011_0100011_0110111_0000011_0010011_0100011_0110111_0000011_,514
0100011_0110111_0000011_0010011_0100011_0110111_0000011_0010011_,514
0110111_0000011_0010011_0100011_0110111_0000011_0010011_0100011_,514
0000011_0010011_0100011_0110111_0000011_0010011_0100011_0110111_,514
0010011_0100011_0110111_0000011_0010011_0100011_0110111_0000011_,514
0000011_0010011_0100011_0110111_0000011_0010011_0100011_0100011_,514
0010011_0100011_0110111_0000011_0010011_0100011_0100011_1101111_,514
0100011_0110111_0000011_0010011_0100011_0100011_1101111_0000011_,514
0110111_0000011_0010011_0100011_0100011_1101111_0000011_0000011_,514
0000011_0100011_0000011_0010011_0100011_0000011_0110011_0110011_,505
0110011_0010011_0110011_0000011_0000011_0010011_0110011_0110011_,503
0010011_0110011_0100011_0110111_0000011_0100011_0110111_0000011_,498
0110011_0100011_0110111_0000011_0100011_0110111_0000011_0010011_,498
0010011_0000011_0010011_0110011_0110011_0110011_0100011_0010011_,498
0000011_0110011_0000011_0000011_0100011_0000011_0110011_0110011_,495
0110011_0000011_0000011_0100011_0000011_0110011_0110011_0010011_,495
0110011_0010011_0010011_0000011_0100011_0000011_1100011_0000011_,486
0000011_0000011_0100011_0000011_0010011_0000011_0110011_0110011_,486
0000011_0100011_0000011_0010011_0000011_0110011_0110011_0010011_,486
0010011_0010011_0000011_0110011_0010011_0100011_0000011_0010011_,476
0000011_0110011_0010011_0100011_0000011_0010011_0010011_0000011_,476
0110011_0010011_0100011_0000011_0010011_0010011_0000011_0110011_,476
0000011_0110011_0010011_0110011_0100011_0110111_0000011_0110011_,464
0110011_0010011_0110011_0100011_0110111_0000011_0110011_0000011_,464
0010011_0110011_0100011_0110111_0000011_0110011_0000011_0110011_,464
0110011_0100011_0110111_0000011_0110011_0000011_0110011_0010011_,464
0100011_0110111_0000011_0110011_0000011_0110011_0010011_0000011_,464
0110111_0000011_0110011_0000011_0110011_0010011_0000011_0110011_,464
0000011_0110011_0010011_0000011_0110011_0010011_0110011_0100011_,464
0110011_0110011_0000011_0100011_0000011_0010011_0010011_0010011_,464
0110011_0000011_0100011_0000011_0010011_0010011_0010011_0010011_,464
0110011_0110011_0000011_0100011_0000011_0010011_0100011_0110111_,459
0110011_0000011_0100011_0000011_0010011_0100011_0110111_0000011_,459
0000011_0100011_0000011_0010011_0100011_0110111_0000011_0000011_,459
0100011_0000011_0010011_0100011_0110111_0000011_0000011_0100011_,459
0000011_0010011_0100011_0110111_0000011_0000011_0100011_0000011_,459
0010011_0110011_0010011_0110011_0000011_0110011_0000011_0100011_,459
0110011_0010011_0110011_0000011_0110011_0000011_0100011_0000011_,459
0110011_0010011_0010011_0100011_1101111_0000011_0110011_0010011_,459
0000011_0010011_0110011_0110011_0110011_0100011_0000011_0000011_,449
0010011_0110011_0110011_0110011_0100011_0000011_0000011_0010011_,449
0110011_0010011_0000011_0110011_0010011_0110011_0100011_0010011_,416
1100011_0000011_0010011_1100011_0000011_0000011_0010011_0110011_,413
0000011_0100011_0000011_0000011_0100011_0100011_0000011_0100011_,413
0100011_0000011_0000011_0100011_0100011_0000011_0100011_1101111_,413
0000011_0000011_0100011_0100011_0000011_0100011_1101111_0000011_,413
0010011_1100011_0000011_0000011_0110011_0000011_0110011_0100011_,413
0110011_0000011_0110011_0100011_0000011_0000011_0010011_0010011_,413
0000011_0110011_0100011_0000011_0000011_0010011_0010011_0110011_,413
0100011_0000011_0000011_0110011_0100011_1101111_0000011_0110111_,413
0000011_0000011_0110011_0100011_1101111_0000011_0110111_0010011_,413
0010011_1100011_0000011_0010011_1101111_0100011_1101111_0100011_,393
0110011_0100011_0000011_0010011_0100011_0110111_0010011_0010011_,387
0100011_0110111_0010011_0010011_0010011_0110011_0010011_0110011_,387
0010011_0100011_0100011_0010011_0100011_0100011_0010011_1101111_,386
0100011_0100011_0010011_0100011_0100011_0010011_1101111_0000011_,386
0100011_0010011_0100011_0100011_0010011_1101111_0000011_0010011_,386
0010011_0100011_0100011_0010011_1101111_0000011_0010011_0100011_,386
0100011_0100011_0010011_1101111_0000011_0010011_0100011_0000011_,386
0100011_0010011_1101111_0000011_0010011_0100011_0000011_0110011_,386
1101111_0000011_0010011_0100011_0000011_0110011_0000011_0010011_,386
0010011_1100011_0000011_0000011_0010011_0110011_0010011_0110111_,386
1100011_0000011_0000011_0010011_0110011_0010011_0110111_0010011_,386
0000011_0000011_0010011_0110011_0010011_0110111_0010011_0010011_,386
0000011_0010011_0110011_0010011_0110111_0010011_0010011_0110011_,386
0010011_0110011_0010011_0110111_0010011_0010011_0110011_0110011_,386
0110011_0010011_0110111_0010011_0010011_0110011_0110011_0010011_,386
0010011_0110111_0010011_0010011_0110011_0110011_0010011_0110011_,386
0100011_0100011_0110011_0100011_0100011_0000011_0100011_0000011_,386
0100011_0110011_0100011_0100011_0000011_0100011_0000011_0000011_,386
0110011_0100011_0100011_0000011_0100011_0000011_0000011_0100011_,386
0000011_0100011_0100011_0000011_0100011_1101111_0000011_0000011_,386
0010011_0100011_0000011_0000011_0110011_0000011_1100011_0100011_,383
0100011_0000011_0000011_0110011_0000011_1100011_0100011_1101111_,383
0010011_0110011_0110011_0010011_0000011_0010011_0000011_0110011_,383
0010011_0010011_1101111_0010011_0010011_0000011_0010011_0110011_,380
0010011_1101111_0010011_0010011_0000011_0010011_0110011_0110111_,380
1101111_0010011_0010011_0000011_0010011_0110011_0110111_0010011_,380
0100011_1101111_0000011_0000011_0110011_0000011_0110111_0010011_,377
0100011_0000011_0100011_0000011_0010011_1100011_0000011_1100011_,373
0000011_0100011_0000011_0010011_0100011_0100011_0100011_1101111_,373
0100011_0000011_0010011_0100011_0100011_0100011_1101111_0000011_,373
0000011_0010011_0100011_0100011_0100011_1101111_0000011_0010011_,373
0100011_0000011_0100011_0000011_0010011_0100011_1100011_0000011_,373
0000011_0100011_0000011_0010011_0100011_1100011_0000011_0100011_,373
0100011_0000011_0010011_0100011_1100011_0000011_0100011_0010011_,373
0000011_0010011_0100011_1100011_0000011_0100011_0010011_0000011_,373
0010011_0110011_0110111_0010011_0010011_0110011_0100011_0010011_,373
0110011_0110111_0010011_0010011_0110011_0100011_0010011_0010011_,373
0010011_0010011_0110011_0100011_0000011_0010011_0100011_0110111_,373
0010011_0110011_0100011_0000011_0010011_0100011_0110111_0010011_,373
0100011_0000011_0010011_0100011_0110111_0010011_0010011_0110011_,373
0000011_0010011_0000011_0010011_0110011_0010011_0000011_0110011_,373
0010011_0000011_0010011_0110011_0010011_0000011_0110011_0100011_,373
0100011_0010011_0110011_0110111_0010011_0010011_0110011_0100011_,373
0010011_0100011_0110111_0010011_0010011_0010011_0110011_0110111_,373
0010011_0110011_0100011_0010011_0010011_0110011_0110011_0110111_,373
0110011_0100011_0010011_0010011_0110011_0110011_0110111_0010011_,373
0100011_0010011_0010011_0110011_0110011_0000011_0100011_1101111_,373
0110111_0010011_0010011_0010011_0110011_0010011_0110011_0000011_,373
0010011_0010011_0010011_0110011_0010011_0110011_0000011_0010011_,373
1101111_0000011_0110111_0010011_0010011_0010011_0110011_0110111_,373
0010011_0010011_0110011_0110111_0010011_0110011_0110011_0000011_,373
0010011_0110011_0110111_0010011_0110011_0110011_0000011_0010011_,373
0110011_0110111_0010011_0110011_0110011_0000011_0010011_0110011_,373
0110111_0010011_0010011_0010011_0110011_0100011_0100011_1101111_,373
1100011_0000011_0010011_0010011_0110011_0010011_0110011_0110111_,373
0000011_0010011_0010011_0110011_0010011_0110011_0110111_0010011_,373
0010011_0110011_0010011_0110011_0000011_0000011_0010011_0010011_,373
0110011_0010011_0110011_0110011_0010011_0110011_0110011_0110111_,373
0110011_0110011_0110111_0010011_0010011_0110011_0010011_0110011_,373
0110111_0010011_0010011_0110011_0010011_0110011_0100011_0110111_,373
0010011_0010011_0110011_0010011_0110011_0100011_0110111_0010011_,373
0110011_0100011_0110111_0010011_0010011_0110011_0010011_0010011_,373
0010011_0010011_0110011_0010011_0010011_0100011_0100011_0110111_,373
0010011_0110011_0010011_0010011_0100011_0100011_0110111_0010011_,373
0110011_0010011_0010011_0100011_0100011_0110111_0010011_0010011_,373
0010011_0100011_0100011_0110111_0010011_0010011_0110011_0010011_,373
0100011_0100011_0110111_0010011_0010011_0110011_0010011_0010011_,373
0110011_0010011_0010011_0100011_0100011_0000011_0010011_0110111_,373
0010011_0010011_0100011_0100011_0000011_0010011_0110111_0010011_,373
0010011_0100011_0100011_0000011_0010011_0110111_0010011_0010011_,373
0100011_0100011_0000011_0010011_0110111_0010011_0010011_0010011_,373
0000011_0010011_0110111_0010011_0010011_0010011_0110011_0110111_,373
0010011_0010011_0110011_0010011_0010011_0110011_0010011_0100011_,373
0010011_0110011_0010011_0010011_0110011_0010011_0100011_0000011_,373
0110011_0010011_0010011_0110011_0010011_0100011_0000011_0010011_,373
0110011_0010011_0110011_0110011_0010011_0110011_0110011_1100011_,373
0010011_0010011_0010011_0110011_0010011_0110111_0010011_0110111_,373
0010011_0010011_0110011_0010011_0110111_0010011_0110111_0010011_,373
0010011_0110011_0010011_0110111_0010011_0110111_0010011_0010011_,373
0110011_0010011_0110111_0010011_0110111_0010011_0010011_0000011_,373
0110011_0110111_0010011_0110011_0000011_0000011_0000011_0010011_,373
0110111_0010011_0110011_0000011_0000011_0000011_0010011_1100111_,373
0100011_0100011_0110011_0100011_0000011_1100011_0000011_0000011_,369
0100011_0110011_0100011_0000011_1100011_0000011_0000011_0110011_,369
1100011_0000011_0000011_0110011_0010011_0000011_1100011_0000011_,369
0000011_0110011_0010011_0000011_1100011_0000011_0010011_0000011_,369
0110011_0010011_0000011_1100011_0000011_0010011_0000011_0110011_,369
1100011_0000011_0010011_0000011_0110011_0010011_0000011_1100011_,369
0000011_0010011_0000011_0110011_0010011_0000011_1100011_0000011_,369
0010011_0000011_0110011_0010011_0000011_1100011_0000011_0010011_,369
1100011_0000011_0010011_0000011_0110011_0010011_0000011_0000011_,369
1100011_0000011_1100011_0010011_1101111_0010011_0010011_0000011_,369
0000011_1100011_0010011_1101111_0010011_0010011_0000011_0100011_,369
1100011_0010011_1101111_0010011_0010011_0000011_0100011_0000011_,369
0010011_1101111_0010011_0010011_0000011_0100011_0000011_0110011_,369
1101111_0010011_0010011_0000011_0100011_0000011_0110011_0010011_,369
0010011_0000011_0100011_0000011_0110011_0010011_0110011_0000011_,369
0000011_0100011_0000011_0110011_0010011_0110011_0000011_0100011_,369
0100011_0000011_0110011_0010011_0110011_0000011_0100011_0000011_,369
1100011_0010011_1101111_0110111_0010011_0010011_0010011_0100011_,369
0010011_1101111_0110111_0010011_0010011_0010011_0100011_0000011_,369
1101111_0110111_0010011_0010011_0010011_0100011_0000011_1100011_,369
0010011_0010011_0100011_0000011_1100011_0010011_1101111_0110111_,369
0010011_1101111_0110111_0010011_0010011_0010011_0100011_0110111_,369
1101111_0110111_0010011_0010011_0010011_0100011_0110111_0010011_,369
0110111_0010011_0010011_0010011_0100011_0110111_0010011_0000011_,369
0010011_0010011_0010011_0100011_0110111_0010011_0000011_0010011_,369
0010011_0010011_0100011_0110111_0010011_0000011_0010011_0100011_,369
1101111_0000011_0010011_0110011_0010011_1100011_0000011_0000011_,369
0110011_0010011_1100011_0000011_0000011_0010011_1100011_0110111_,369
1100011_0000011_0000011_0010011_1100011_0110111_0010011_0100011_,369
0000011_0000011_0010011_1100011_0110111_0010011_0100011_0110111_,369
0000011_0010011_1100011_0110111_0010011_0100011_0110111_0010011_,369
0010011_1100011_0110111_0010011_0100011_0110111_0010011_0100011_,369
1100011_0110111_0010011_0100011_0110111_0010011_0100011_1101111_,369
0110111_0010011_0100011_0110111_0010011_0100011_1101111_0000011_,369
