ngram,hit_count
0010011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110111_0010011_0000011_0000011_0010011_0000011_,2315
0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110111_0010011_0000011_0000011_0010011_0000011_0010011_,2315
0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110111_0010011_0000011_0000011_0010011_0000011_0010011_0100011_,2315
0110011_0010011_0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110111_0010011_0000011_0000011_0010011_0000011_0010011_0100011_0000011_,2315
0010011_0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110111_0010011_0000011_0000011_0010011_0000011_0010011_0100011_0000011_0000011_,2315
0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110111_0010011_0000011_0000011_0010011_0000011_0010011_0100011_0000011_0000011_1100011_,2315
0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_0010011_0000011_0110011_0000011_0100011_0000011_0010011_0100011_,2299
0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_0010011_0000011_0110011_0000011_0100011_0000011_0010011_0100011_0000011_,2299
0010011_0010011_0010011_0010011_0010011_0110011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_0010011_0110011_0110011_0000011_0100011_,2292
0010011_0100011_0100011_0100011_0010011_0110011_0100011_0110011_0100011_0100011_0110011_0100011_0000011_0010011_0110011_0010011_0110011_0100011_,2204
0100011_0100011_0100011_0010011_0110011_0100011_0110011_0100011_0100011_0110011_0100011_0000011_0010011_0110011_0010011_0110011_0100011_0000011_,2204
0100011_0100011_0010011_0110011_0100011_0110011_0100011_0100011_0110011_0100011_0000011_0010011_0110011_0010011_0110011_0100011_0000011_0010011_,2204
0110011_0000011_0000011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_0000011_,2102
0000011_0010011_0110011_0110011_0000011_0000011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_,2014
0010011_0110011_0110011_0000011_0000011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_,2014
0110011_0110011_0000011_0000011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_,2014
0100011_0000011_0010011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110111_0010011_0000011_0000011_,2014
0000011_0010011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_0110011_0010011_0110111_0010011_0000011_0000011_0010011_,2014
0010011_0110011_0110011_0110011_0100011_0000011_0010011_0010011_0000011_0010011_0010011_0000011_0010011_0110011_0110011_0110011_0100011_0000011_,2005
0010011_0100011_0010011_0010011_0110011_0010011_0010011_0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_,1998
0100011_0010011_0010011_0110011_0010011_0010011_0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_,1998
0010011_0010011_0110011_0010011_0010011_0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_,1998
0010011_0110011_0010011_0010011_0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_,1998
0110011_0010011_0010011_0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_,1998
0010011_0010011_0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_,1998
0010011_0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_,1998
0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_,1998
0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_,1998
0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_,1998
0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_0010011_,1998
1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_0010011_0000011_,1998
0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_0010011_0000011_0110011_,1998
0010011_1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_0010011_0000011_0110011_0000011_,1998
1101111_0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_0010011_0000011_0110011_0000011_0100011_,1998
0100011_1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_0010011_0000011_0110011_0000011_0100011_0000011_,1998
1101111_0000011_0010011_0000011_0110011_0010011_0010011_0010011_0110011_0100011_0000011_0010011_0000011_0110011_0000011_0100011_0000011_0010011_,1998
0100011_0000011_0010011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_0000011_0010011_1100011_0000011_0110011_,1998
0000011_0010011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_0000011_0010011_1100011_0000011_0110011_0110011_,1998
0010011_0110011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_0000011_0110011_0000011_0110011_0110011_0110011_0010011_0110011_0000011_,1998
