ngram,hit_count
0110011_0100011_0010011_0010011_0010011_0010011_0100011_0000011_0010011_1100011_,813
0100011_0000011_0010011_0100011_0000011_0100011_0000011_0010011_0100011_1100011_,734
1100011_0000011_0010011_0100011_0000011_0000011_1100011_0000011_0010011_1101111_,721
0000011_0010011_0100011_0000011_0000011_1100011_0000011_0010011_1101111_0100011_,721
0010011_0100011_0000011_0000011_1100011_0000011_0010011_1101111_0100011_0000011_,721
0100011_0000011_0000011_1100011_0000011_0010011_1101111_0100011_0000011_0010011_,721
0000011_0000011_1100011_0000011_0010011_1101111_0100011_0000011_0010011_0100011_,721
0000011_1100011_0000011_0010011_1101111_0100011_0000011_0010011_0100011_0000011_,721
1100011_0000011_0010011_1101111_0100011_0000011_0010011_0100011_0000011_0000011_,721
0000011_0010011_1101111_0100011_0000011_0010011_0100011_0000011_0000011_1100011_,721
0010011_1101111_0100011_0000011_0010011_0100011_0000011_0000011_1100011_0010011_,721
1101111_0100011_0000011_0010011_0100011_0000011_0000011_1100011_0010011_0110011_,721
0100011_0000011_0100011_0000011_0010011_0100011_0100011_1101111_0000011_0010011_,709
0000011_0100011_0000011_0010011_0100011_0100011_1101111_0000011_0010011_0100011_,709
0000011_0010011_0100011_0100011_1101111_0000011_0010011_0100011_0000011_0100011_,709
0010011_0100011_0100011_1101111_0000011_0010011_0100011_0000011_0100011_0000011_,709
0010011_0010011_0000011_0010011_0110011_0110111_0010011_0010011_0110011_0110011_,668
0010011_0000011_0010011_0110011_0110111_0010011_0010011_0110011_0110011_0010011_,668
0000011_0010011_0110011_0110111_0010011_0010011_0110011_0110011_0010011_0000011_,668
0010011_0110011_0110111_0010011_0010011_0110011_0110011_0010011_0000011_0010011_,668
0000011_0010011_0100011_0000011_0010011_0100011_0000011_0110011_0000011_0000011_,661
0000011_0100011_0010011_0010011_0110011_0110011_0000011_0100011_0010011_0010011_,659
0010011_0010011_0010011_0110011_0100011_0000011_0010011_0000011_0110011_0000011_,651
0010011_0100011_0000011_0010011_0100011_0000011_0000011_0010011_0010011_0100011_,651
0100011_0000011_0010011_0100011_0000011_0000011_0010011_0010011_0100011_0000011_,651
0010011_0100011_0000011_0000011_0010011_0010011_0100011_0000011_0000011_0100011_,651
0010011_0010011_0010011_0110011_0010011_0110011_0110011_0000011_0100011_0000011_,651
0110011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_0010011_0110011_,651
0010011_0110011_0110011_0000011_0100011_0000011_0110011_0010011_0110011_0110011_,651
0110011_0110011_0000011_0100011_0000011_0110011_0010011_0110011_0110011_0000011_,651
0110011_0110011_0000011_0100011_0000011_0010011_0100011_0000011_0000011_0100011_,651
0100011_0000011_0110011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_,651
0000011_0110011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_0010011_,651
0000011_0110011_0010011_0110011_0110011_0000011_0100011_0000011_0010011_0010011_,651
0000011_1100011_0100011_1101111_0000011_0010011_0000011_0110011_0000011_0100011_,651
1100011_0100011_1101111_0000011_0010011_0000011_0110011_0000011_0100011_0000011_,651
0000011_0110111_0010011_0010011_1100011_0010011_0110011_0010011_0010011_0000011_,651
0110111_0010011_0010011_1100011_0010011_0110011_0010011_0010011_0000011_0100011_,651
0010011_0010011_1100011_0010011_0110011_0010011_0010011_0000011_0100011_0000011_,651
0000011_0100011_0010011_0000011_0010011_0110011_0110011_0000011_0100011_0000011_,651
0100011_0010011_0000011_0010011_0110011_0110011_0000011_0100011_0000011_0100011_,651
0000011_0100011_0000011_0100011_0010011_0000011_0010011_0110011_0110011_0000011_,651
0100011_0000011_0100011_0010011_0000011_0010011_0110011_0110011_0000011_0100011_,651
0100011_0000011_0000011_0100011_0010011_0010011_0110011_0110011_0000011_0100011_,651
0110011_0000011_0100011_0010011_0010011_0110011_0110011_0000011_0100011_0010011_,634
0010011_0010011_0010011_0010011_0100011_0000011_0010011_1100011_0010011_0010011_,631
0110011_0010011_0110011_0100011_0000011_0010011_0010011_0000011_0110011_0010011_,626
0010011_0110011_0100011_0000011_0010011_0010011_0000011_0110011_0010011_0110011_,626
0110011_0100011_0000011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_,626
0100011_0000011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_0000011_,626
0000011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_0000011_0110111_,626
0010011_0010011_0000011_0110011_0010011_0110011_0100011_0000011_0110111_0010011_,626
0010011_0000011_0110011_0010011_0110011_0100011_0000011_0110111_0010011_0010011_,626
0000011_0110011_0010011_0110011_0100011_0000011_0110111_0010011_0010011_0010011_,626
0110011_0010011_0110011_0100011_0000011_0110111_0010011_0010011_0010011_0000011_,626
0010011_0110011_0100011_0000011_0110111_0010011_0010011_0010011_0000011_0110011_,626
0110011_0100011_0000011_0110111_0010011_0010011_0010011_0000011_0110011_0010011_,626
0100011_0000011_0110111_0010011_0010011_0010011_0000011_0110011_0010011_0110011_,626
0000011_0110111_0010011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_,626
0110111_0010011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_0000011_,626
0010011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_0000011_0010011_,626
0010011_0010011_0000011_0110011_0010011_0110011_0100011_0000011_0010011_0010011_,626
0010011_0000011_0110011_0010011_0110011_0100011_0000011_0010011_0010011_0000011_,626
0000011_0110011_0010011_0110011_0100011_0000011_0010011_0010011_0000011_0110011_,626
0000011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_0000011_0010011_,626
0010011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_0000011_0110111_,626
0100011_0000011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_0110111_,626
0000011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_0110111_0000011_,626
0010011_0010011_0010011_0010011_0100011_0000011_0010011_1100011_0010011_0100011_,626
0010011_0100011_0000011_0010011_1100011_0010011_0100011_0010011_0010011_0110011_,626
0100011_0000011_0010011_1100011_0010011_0100011_0010011_0010011_0110011_0010011_,626
0000011_0010011_1100011_0010011_0100011_0010011_0010011_0110011_0010011_0010011_,626
0010011_1100011_0010011_0100011_0010011_0010011_0110011_0010011_0010011_0000011_,626
0010011_0010011_0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_,626
0010011_0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_,626
0000011_0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_,626
0010011_0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_,626
0110011_0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_,626
0010011_1100011_0000011_0010011_1101111_0100011_1101111_0000011_0010011_0000011_,626
